,Player,Age,Pos,G,GS,Ctch%,Yds,Y/R,TD,1D,Lng,R/G,Y/G,Fmb,Player-additional,points
482,Brycen Hopkins,24,te,5,0,100.00%,9,9.0,0,1,9,0.2,1.8,0,HopkBr01,1.9
483,Andy Isabella,25,wr,8,0,100.00%,13,13.0,0,1,13,0.1,1.6,0,IsabAn00,2.3
484,Lane Johnson,31,RT,13,13,100.00%,5,5.0,1,1,5,0.1,0.4,0,JohnLa01,7.5
485,Daniel Jones,24,QB,11,11,100.00%,16,16.0,0,1,16,0.1,1.5,7,JoneDa05,-11.4
486,Tommylee Lewis,29,wr,2,0,50.00%,7,7.0,0,1,7,0.5,3.5,0,LewiTo00,1.7
487,Drew Lock,25,qb,6,3,100.00%,1,1.0,0,0,1,0.2,0.2,2,LockDr00,-2.9
488,Hunter Long,23,te,7,2,33.30%,8,8.0,0,0,8,0.1,1.1,0,LongHu00,1.8
489,Conor McDermott,29,t,6,3,100.00%,1,1.0,1,1,1,0.2,0.2,0,McDeCo00,7.1
490,Anthony McFarland Jr.,22,rb,2,0,100.00%,11,11.0,0,1,11,0.5,5.5,0,McFaAn00,2.1
491,Kirk Merritt,24,wr,2,0,33.30%,13,13.0,0,1,13,0.5,6.5,0,MerrKi00,2.3
492,Johnny Mundt,27,te,6,0,100.00%,9,9.0,0,1,9,0.2,1.5,0,MundJo00,1.9
493,Ryan Nall,26,rb,9,0,100.00%,4,4.0,0,0,4,0.1,0.4,0,NallRy00,1.4
494,Devine Ozigbo,25,0,3,0,100.00%,7,7.0,0,1,7,0.3,2.3,0,OzigDe01,1.7
495,Danny Pinter,25,g,16,3,100.00%,2,2.0,1,1,2,0.1,0.1,0,PintDa00,7.2
496,Bobby Price,23,db,15,2,100.00%,17,17.0,0,1,17,0.1,1.1,0,PricBo00,2.7
497,Mike Remmers,32,t,4,2,100.00%,-2,-2.0,0,0,-2,0.3,-0.5,0,RemmMi00,0.8
498,Andre Roberts,33,0,16,0,50.00%,35,35.0,0,1,35,0.1,2.2,3,RobeAn00,-1.5
499,Aaron Rodgers*+,38,QB,16,16,100.00%,-4,-4.0,0,0,-4,0.1,-0.3,3,RodgAa00,-5.4
500,Larry Rountree,22,RB,12,0,50.00%,-1,-1.0,0,0,0,0.1,-0.1,0,RounLa00,0.9
501,Diontae Spencer,29,wr,15,0,25.00%,-3,-3.0,0,0,0,0.1,-0.2,2,SpenDi00,-3.3
502,Terence Steele,24,rt/lt,16,13,100.00%,1,1.0,1,1,1,0.1,0.1,0,SteeTe01,7.1
503,Andrew Thomas,22,LT,13,13,100.00%,2,2.0,1,1,2,0.1,0.2,0,ThomAn02,7.2
504,Eric Tomlinson,29,te,17,7,100.00%,7,7.0,0,0,7,0.1,0.4,0,TomlEr01,1.7
505,Kevin White,29,wr,6,1,20.00%,38,38.0,0,1,38,0.2,6.3,0,WhitKe00,4.8
506,Christian Wilkins,26,RDE,17,17,100.00%,1,1.0,1,1,1,0.1,0.1,1,WilkCh00,5.1
507,Seth Williams,21,wr,2,1,100.00%,34,34.0,0,1,34,0.5,17.0,0,WillSe00,4.4
508,Trayveon Williams,24,rb,5,0,50.00%,4,4.0,0,0,4,0.2,0.8,0,WillTr06,1.4
509,Easop Winston,25,wr,3,1,100.00%,5,5.0,0,0,5,0.3,1.7,0,WinsEa00,1.5
510,Deon Yelder,26,te,5,0,100.00%,0,0.0,0,0,0,0.2,0.0,0,YeldDe00,1.0
511,Rodney Adams,27,wr,1,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,AdamRo01,0.0
512,Geronimo Allison,27,wr,3,1,0.00%,0,0.0,0,0,0,0.0,0.0,0,AlliGe01,0.0
513,Travis Benjamin,32,wr,10,0,0.00%,0,0.0,0,0,0,0.0,0.0,1,BenjTr00,-2.0
514,Darius Bradwell,24,fb,2,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,BradDa00,0.0
515,John Brown,31,0,4,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,BrowJo02,0.0
516,Tevaughn Campbell,28,rcb,16,7,0.00%,0,0.0,0,0,0,0.0,0.0,0,CampTe00,0.0
517,Tyrie Cleveland,24,wr,7,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,ClevTy00,0.0
518,Isaiah Coulter,23,wr,3,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,CoulIs00,0.0
519,Keion Crossen,25,db,16,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,CrosKe00,0.0
520,Dion Dawkins*,27,LT,16,15,0.00%,0,0.0,0,0,0,0.0,0.0,0,DawkDi00,0.0
521,Ben Ellefson,25,te,5,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,ElleBe00,0.0
522,Jason Huntley,23,rb,1,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,HuntJa01,0.0
523,Jalen Hurts,23,QB,15,15,0.00%,0,0.0,0,0,0,0.0,0.0,9,HurtJa00,-18.0
524,Codey McElroy,29,te,2,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,McElCo00,0.0
525,David Moore,26,0,3,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,MoorDa03,0.0
526,Matt Nelson,26,rt,13,11,0.00%,0,0.0,0,0,0,0.0,0.0,0,NelsMa00,0.0
527,Giovanni Ricci,25,fb,16,1,0.00%,0,0.0,0,0,0,0.0,0.0,0,RiccGi00,0.0
528,Mekhi Sargent,24,0,7,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,SargMe00,0.0
529,Devin Smith,29,wr,4,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,SmitDe04,0.0
530,Vyncint Smith,25,wr,2,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,SmitVy00,0.0
531,Stephen Sullivan,25,te,3,0,0.00%,0,0.0,0,0,0,0.0,0.0,0,SullSt00,0.0
532,Colin Thompson,28,te,11,2,0.00%,0,0.0,0,0,0,0.0,0.0,0,ThomCo03,0.0
533,Trent Williams*+,33,LT,15,15,0.00%,0,0.0,0,0,0,0.0,0.0,0,WillTr21,0.0
534,Zach Wilson,22,QB,13,13,0.00%,0,0.0,0,0,0,0.0,0.0,5,WilsZa00,-10.0
